OBJECTID,ZONEID,Zone,Contract Rezone Number,Ordinance Number,Effective Date,Historic District Overlay,Pedestrian Overlay,Shoreline Overlay,Other District Overlay,Station Area Overlay,Mandatory Housing Affordability Apply (Y/N),Incentive Zoning Apply (Y/N),Mandatory Housing Affordability Tier,Major Institution Name,Class,Category,Detail Code,Detail,Group,Zoning Description,Base Zone,Previous Zone,Previous Contract Rezone Number,Previous Ordinance Number,Previous Effective Date,Previous Historic District Overlay,Previous Pedestrian Overlay,Previous Shoreline Overlay,Previous Other District Overlay,Previous Station Area Overlay,Class Description Popup,Land Use Code Chapter,Land Use Code Chapter Link,Zoning History
43,2643,LR3, ,123495,4/19/2011 8:00:00 AM, , ,CP, , ,N,N,,,Multi-Family,Lowrise Multi-Family,LR3,Lowrise 3,Lowrise 3,Lowrise 3,LR3,L-3,,0,,,,CP,,,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR3,ORD123495,04/19/2011; L-3"
44,8653,NR, ,127376,1/21/2026 8:00:00 AM, , , , , ,N,N,,,Neighborhood Residential,Neighborhood Residential,NR,Residential Neighborhood,Neighborhood Residential,Neighborhood Residential,NR,NR3, ,7244,6/27/2025 8:00:00 AM, , , , , ,"is a neighborhood residential zone, which generally allows detached single-family houses, attached and detached accessory dwellings.",Chapter 23.44,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.44NERE,"NR,ORD127376,01/21/2026; NR3,ORD7244,06/27/2025; NR3,ORD126509,06/15/2022; SF 5000; SF 5000,05/01/1994"
45,8810,LR1 (M), ,127376,1/21/2026 8:00:00 AM, , , ,, ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR1,Lowrise 1,Lowrise 1,Lowrise 1,LR1,LR1 (M), ,4560,6/27/2025 8:00:00 AM, , , ,AL, ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR1 (M),ORD127376,01/21/2026; LR1 (M),ORD4560,06/27/2025; LR1 (M),ORD125791,04/19/2019; LR1,ORD123495,04/19/2011; LDT"
46,2661,LR3, ,123495,4/19/2011 8:00:00 AM, , ,CR, , ,N,N,,,Multi-Family,Lowrise Multi-Family,LR3,Lowrise 3,Lowrise 3,Lowrise 3,LR3,L-3,,0,,,,CR,,,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR3,ORD123495,04/19/2011; L-3"
47,8240,LR1 (M), ,127219,6/27/2025 8:00:00 AM, , , , , ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR1,Lowrise 1,Lowrise 1,Lowrise 1,LR1,LR1 (M), ,125791,4/19/2019 8:00:00 AM, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR1 (M),ORD127219,06/27/2025; LR1 (M),ORD125791,04/19/2019; LR1,ORD123495,04/19/2011; L-1,ORD115871"
48,4563,LR2 (M), ,125791,4/19/2019 8:00:00 AM, , , , , ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR2,Lowrise 2,Lowrise 2,Lowrise 2,LR2,LR2, ,123495,4/19/2011 8:00:00 AM, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR2 (M),ORD125791,04/19/2019; LR2,ORD123495,04/19/2011; L-2"
49,4564,LR3 (M), ,125791,4/19/2019 8:00:00 AM, , , , , ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR3,Lowrise 3,Lowrise 3,Lowrise 3,LR3,LR3, ,123495,4/19/2011 8:00:00 AM, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR3 (M),ORD125791,04/19/2019; LR3,ORD123495,04/19/2011; L-3,ORD115871"
50,5382,LR3 (M), ,125791,4/19/2019 8:00:00 AM, , , , , ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR3,Lowrise 3,Lowrise 3,Lowrise 3,LR3,LR3, ,123495,4/19/2011 8:00:00 AM, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR3 (M),ORD125791,04/19/2019; LR3,ORD123495,04/19/2011; L-3"
51,5384,LR2 (M), ,125791,4/19/2019 8:00:00 AM, , , , , ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR2,Lowrise 2,Lowrise 2,Lowrise 2,LR2,LR2, ,123495,4/19/2011 8:00:00 AM, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR2 (M),ORD125791,04/19/2019; LR2,ORD123495,04/19/2011; L-2"
52,5385,LR2 RC (M), ,125791,4/19/2019 8:00:00 AM, , , , , ,Y,N,M,,Multi-Family/Residential-Commercial,Lowrise Multi-Family,LR2,Lowrise 2 Residential-Commercial,Lowrise 2,Lowrise 2 Residential-Commercial,LR2 RC,LR2 RC, ,123495,4/19/2011 8:00:00 AM, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed with certain commercial uses also allowed.",Chapter 23.46,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.46REOM,"LR2 RC (M),ORD125791,04/19/2019; LR2 RC,ORD123495,04/19/2011; L-2 RC"
53,8654,NR, ,127376,1/21/2026 8:00:00 AM, , , , , ,N,N,,,Neighborhood Residential,Neighborhood Residential,NR,Residential Neighborhood,Neighborhood Residential,Neighborhood Residential,NR,NR3, ,7250,6/27/2025 8:00:00 AM, , , , , ,"is a neighborhood residential zone, which generally allows detached single-family houses, attached and detached accessory dwellings.",Chapter 23.44,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.44NERE,"NR,ORD127376,01/21/2026; NR3,ORD7250,06/27/2025; NR3,ORD126509,06/15/2022; SF 5000; SF 5000,05/01/1994"
54,5387,LR2 RC (M), ,125791,4/19/2019 8:00:00 AM, , , , , ,Y,N,M,,Multi-Family/Residential-Commercial,Lowrise Multi-Family,LR2,Lowrise 2 Residential-Commercial,Lowrise 2,Lowrise 2 Residential-Commercial,LR2 RC,LR2 RC, ,123495,4/19/2011 8:00:00 AM, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed with certain commercial uses also allowed.",Chapter 23.46,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.46REOM,"LR2 RC (M),ORD125791,04/19/2019; LR2 RC,ORD123495,04/19/2011; L-2 RC"
55,5388,LR2 (M), ,125791,4/19/2019 8:00:00 AM, , , , , ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR2,Lowrise 2,Lowrise 2,Lowrise 2,LR2,LR2, ,123495,4/19/2011 8:00:00 AM, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR2 (M),ORD125791,04/19/2019; LR2,ORD123495,04/19/2011; L-2"
56,5390,LR3 (M), ,125791,4/19/2019 8:00:00 AM, , , , , ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR3,Lowrise 3,Lowrise 3,Lowrise 3,LR3,LR3, ,123495,4/19/2011 8:00:00 AM, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR3 (M),ORD125791,04/19/2019; LR3,ORD123495,04/19/2011; L-3"
57,5391,LR2 (M), ,125791,4/19/2019 8:00:00 AM, , , , , ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR2,Lowrise 2,Lowrise 2,Lowrise 2,LR2,LR2, ,123495,4/19/2011 8:00:00 AM, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR2 (M),ORD125791,04/19/2019; LR2,ORD123495,04/19/2011; L-2"
58,8443,NR, ,127376,1/21/2026 8:00:00 AM, , , , , ,N,N,,,Neighborhood Residential,Neighborhood Residential,NR,Residential Neighborhood,Neighborhood Residential,Neighborhood Residential,NR,NR2, ,7253,6/27/2025 8:00:00 AM, , , , , ,"is a neighborhood residential zone, which generally allows detached single-family houses, attached and detached accessory dwellings.",Chapter 23.44,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.44NERE,"NR,ORD127376,01/21/2026; NR2,ORD7253,06/27/2025; NR2,ORD126509,06/15/2022; SF 7200; SF 7200,05/01/1994"
59,8811,LR2, ,127376,1/21/2026 8:00:00 AM, , ,CR,, ,N,N,,,Multi-Family,Lowrise Multi-Family,LR2,Lowrise 2,Lowrise 2,Lowrise 2,LR2,LR2, ,0,4/19/2011 8:00:00 AM, , ,CR,AL, ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR2,ORD127376,01/21/2026; LR2,04/19/2011; L-2"
60,7825,LR1, ,127219,6/27/2025 8:00:00 AM, , ,CR, , ,N,N,,,Multi-Family,Lowrise Multi-Family,LR1,Lowrise 1,Lowrise 1,Lowrise 1,LR1,LR1, ,123495,4/19/2011 8:00:00 AM, , ,CR, , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR1,ORD127219,06/27/2025; LR1,ORD123495,04/19/2011; LDT"
61,8847,LR2, ,127376,1/21/2026 8:00:00 AM, , ,UR,, ,N,N,,,Multi-Family,Lowrise Multi-Family,LR2,Lowrise 2,Lowrise 2,Lowrise 2,LR2,LR2, ,0,4/19/2011 8:00:00 AM, , ,UR,AL, ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR2,ORD127376,01/21/2026; LR2,04/19/2011; L-2"
62,8823,LR1, ,127376,1/21/2026 8:00:00 AM, , ,CR,, ,N,N,,,Multi-Family,Lowrise Multi-Family,LR1,Lowrise 1,Lowrise 1,Lowrise 1,LR1,LR1, ,2700,6/27/2025 8:00:00 AM, , ,CR,AL, ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR1,ORD127376,01/21/2026; LR1,ORD2700,06/27/2025; LR1,ORD123495,04/19/2011; LDT"
63,8812,LR1, ,127376,1/21/2026 8:00:00 AM, , ,UR,, ,N,N,,,Multi-Family,Lowrise Multi-Family,LR1,Lowrise 1,Lowrise 1,Lowrise 1,LR1,LR1, ,2701,6/27/2025 8:00:00 AM, , ,UR,AL, ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR1,ORD127376,01/21/2026; LR1,ORD2701,06/27/2025; LR1,ORD123495,04/19/2011; LDT"
64,8848,LR1, ,127376,1/21/2026 8:00:00 AM, , ,UR,, ,N,N,,,Multi-Family,Lowrise Multi-Family,LR1,Lowrise 1,Lowrise 1,Lowrise 1,LR1,LR1, ,2712,6/27/2025 8:00:00 AM, , ,UR,AL, ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR1,ORD127376,01/21/2026; LR1,ORD2712,06/27/2025; LR1,ORD123495,04/19/2011; LDT"
65,8813,LR1, ,127376,1/21/2026 8:00:00 AM, , ,CR,, ,N,N,,,Multi-Family,Lowrise Multi-Family,LR1,Lowrise 1,Lowrise 1,Lowrise 1,LR1,LR1, ,2714,6/27/2025 8:00:00 AM, , ,CR,AL, ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR1,ORD127376,01/21/2026; LR1,ORD2714,06/27/2025; LR1,ORD123495,04/19/2011; LDT"
66,2722,LR2, ,123495,4/19/2011 8:00:00 AM, , ,CR, , ,N,N,,,Multi-Family,Lowrise Multi-Family,LR2,Lowrise 2,Lowrise 2,Lowrise 2,LR2,L-2,,0,,,,CR,,,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR2,ORD123495,04/19/2011; L-2"
67,8617,NR, ,127376,1/21/2026 8:00:00 AM, , ,UR,, ,N,N,,,Neighborhood Residential,Neighborhood Residential,NR,Residential Neighborhood,Neighborhood Residential,Neighborhood Residential,NR,NR3, ,7254,6/27/2025 8:00:00 AM, , ,UR,AL, ,"is a neighborhood residential zone, which generally allows detached single-family houses, attached and detached accessory dwellings.",Chapter 23.44,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.44NERE,"NR,ORD127376,01/21/2026; NR3,ORD7254,06/27/2025; NR3,ORD126509,06/15/2022; SF 5000; SF 5000,05/01/1994"
68,8484,NR, ,127376,1/21/2026 8:00:00 AM, , ,UR,, ,N,N,,,Neighborhood Residential,Neighborhood Residential,NR,Residential Neighborhood,Neighborhood Residential,Neighborhood Residential,NR,NR3, ,7256,6/27/2025 8:00:00 AM, , ,UR,AL, ,"is a neighborhood residential zone, which generally allows detached single-family houses, attached and detached accessory dwellings.",Chapter 23.44,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.44NERE,"NR,ORD127376,01/21/2026; NR3,ORD7256,06/27/2025; NR3,ORD126509,06/15/2022; SF 5000; SF 5000,05/01/1994"
69,8656,NR, ,127376,1/21/2026 8:00:00 AM, , ,CR, , ,N,N,,,Neighborhood Residential,Neighborhood Residential,NR,Residential Neighborhood,Neighborhood Residential,Neighborhood Residential,NR,NR3, ,7257,6/27/2025 8:00:00 AM, , ,CR, , ,"is a neighborhood residential zone, which generally allows detached single-family houses, attached and detached accessory dwellings.",Chapter 23.44,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.44NERE,"NR,ORD127376,01/21/2026; NR3,ORD7257,06/27/2025; NR3,ORD126509,06/15/2022; SF 5000; SF 5000,05/01/1994"
70,8531,NR, ,127376,1/21/2026 8:00:00 AM, , ,CR,, ,N,N,,,Neighborhood Residential,Neighborhood Residential,NR,Residential Neighborhood,Neighborhood Residential,Neighborhood Residential,NR,NR3, ,7258,6/27/2025 8:00:00 AM, , ,CR,AL, ,"is a neighborhood residential zone, which generally allows detached single-family houses, attached and detached accessory dwellings.",Chapter 23.44,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.44NERE,"NR,ORD127376,01/21/2026; NR3,ORD7258,06/27/2025; NR3,ORD126509,06/15/2022; SF 5000; SF 5000,05/01/1994"
71,8832,LR1 (M), ,127376,1/21/2026 8:00:00 AM, , ,UR,, ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR1,Lowrise 1,Lowrise 1,Lowrise 1,LR1,LR1 (M), ,5396,6/27/2025 8:00:00 AM, , ,UR,AL, ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR1 (M),ORD127376,01/21/2026; LR1 (M),ORD5396,06/27/2025; LR1 (M),ORD125791,04/19/2019; LR1,ORD123495,04/19/2011; LDT"
72,8817,LR1, ,127376,1/21/2026 8:00:00 AM, , , ,, ,N,N,,,Multi-Family,Lowrise Multi-Family,LR1,Lowrise 1,Lowrise 1,Lowrise 1,LR1,LR1, ,2702,6/27/2025 8:00:00 AM, , , ,AL, ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR1,ORD127376,01/21/2026; LR1,ORD2702,06/27/2025; LR1,ORD123495,04/19/2011; LDT"
73,5398,LR2 (M), ,125791,4/19/2019 8:00:00 AM, , , , , ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR2,Lowrise 2,Lowrise 2,Lowrise 2,LR2,LR2, ,123495,4/19/2011 8:00:00 AM, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR2 (M),ORD125791,04/19/2019; LR2,ORD123495,04/19/2011; L-2"
74,7541,LR1 (M), ,127219,6/27/2025 8:00:00 AM, , , , , ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR1,Lowrise 1,Lowrise 1,Lowrise 1,LR1,LR1 (M), ,125791,4/19/2019 8:00:00 AM, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR1 (M),ORD127219,06/27/2025; LR1 (M),ORD125791,04/19/2019; LR1,ORD123495,04/19/2011; LDT"
75,2724,LR2, ,123495,4/19/2011 8:00:00 AM, , ,UR, , ,N,N,,,Multi-Family,Lowrise Multi-Family,LR2,Lowrise 2,Lowrise 2,Lowrise 2,LR2,L-2,,0,,,,UR,,,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR2,ORD123495,04/19/2011; L-2"
76,5400,LR2 (M), ,125791,4/19/2019 8:00:00 AM, , , , , ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR2,Lowrise 2,Lowrise 2,Lowrise 2,LR2,LR2, ,123495,4/19/2011 8:00:00 AM, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR2 (M),ORD125791,04/19/2019; LR2,ORD123495,04/19/2011; L-2"
77,8030,LR1 (M), ,127219,6/27/2025 8:00:00 AM, , , , , ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR1,Lowrise 1,Lowrise 1,Lowrise 1,LR1,LR1 (M), ,125791,4/19/2019 8:00:00 AM, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR1 (M),ORD127219,06/27/2025; LR1 (M),ORD125791,04/19/2019; LR1,ORD123495,04/19/2011; L-1"
78,5402,LR2 (M), ,125791,4/19/2019 8:00:00 AM, , ,UR, , ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR2,Lowrise 2,Lowrise 2,Lowrise 2,LR2,LR2, ,123495,4/19/2011 8:00:00 AM, , ,UR, , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR2 (M),ORD125791,04/19/2019; LR2,ORD123495,04/19/2011; L-2"
79,7632,LR1 (M), ,127219,6/27/2025 8:00:00 AM, , , , , ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR1,Lowrise 1,Lowrise 1,Lowrise 1,LR1,LR1 (M), ,125791,4/19/2019 8:00:00 AM, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR1 (M),ORD127219,06/27/2025; LR1 (M),ORD125791,04/19/2019; LR1,ORD123495,04/19/2011; LDT"
80,2748,LR3 RC, ,123495,4/19/2011 8:00:00 AM, , ,CR, , ,N,N,,,Multi-Family/Residential-Commercial,Lowrise Multi-Family,LR3,Lowrise 3 Residential-Commercial,Lowrise 3,Lowrise 3 Residential-Commercial,LR3 RC,L-3 RC,,0,,,,CR,,,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed with certain commercial uses also allowed.",Chapter 23.46,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.46REOM,"LR3 RC,ORD123495,04/19/2011; L-3 RC"
81,2724,LR2, ,123495,4/19/2011 8:00:00 AM, , ,UR, , ,N,N,,,Multi-Family,Lowrise Multi-Family,LR2,Lowrise 2,Lowrise 2,Lowrise 2,LR2,L-2,,0,,,,UR,,,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR2,ORD123495,04/19/2011; L-2"
82,7826,LR1 (M), ,127219,6/27/2025 8:00:00 AM, , , , , ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR1,Lowrise 1,Lowrise 1,Lowrise 1,LR1,LR1 (M), ,125791,4/19/2019 8:00:00 AM, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR1 (M),ORD127219,06/27/2025; LR1 (M),ORD125791,04/19/2019; LR1,ORD123495,04/19/2011; L-1"
83,5405,LR2 (M), ,125791,4/19/2019 8:00:00 AM, , , , , ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR2,Lowrise 2,Lowrise 2,Lowrise 2,LR2,LR2, ,123495,4/19/2011 8:00:00 AM, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR2 (M),ORD125791,04/19/2019; LR2,ORD123495,04/19/2011; L-2"
84,5407,LR3 (M), ,125791,4/19/2019 8:00:00 AM, , , , , ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR3,Lowrise 3,Lowrise 3,Lowrise 3,LR3,LR3, ,123495,4/19/2011 8:00:00 AM, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR3 (M),ORD125791,04/19/2019; LR3,ORD123495,04/19/2011; L-3"
85,5408,LR2 (M), ,125791,4/19/2019 8:00:00 AM, , , , , ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR2,Lowrise 2,Lowrise 2,Lowrise 2,LR2,LR2, ,123495,4/19/2011 8:00:00 AM, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR2 (M),ORD125791,04/19/2019; LR2,ORD123495,04/19/2011; L-2"
86,5409,MR (M1), ,125791,4/19/2019 8:00:00 AM, , , , , ,Y,N,M1,,Multi-Family,High-Density Multi-Family,MR,Midrise,Midrise,Midrise,MR,LR3, ,123495,4/19/2011 8:00:00 AM, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"MR (M1),ORD125791,04/19/2019; LR3,ORD123495,04/19/2011; L-3"
87,5410,LR2 RC (M), ,125791,4/19/2019 8:00:00 AM, , , , , ,Y,N,M,,Multi-Family/Residential-Commercial,Lowrise Multi-Family,LR2,Lowrise 2 Residential-Commercial,Lowrise 2,Lowrise 2 Residential-Commercial,LR2 RC,LR2 RC, ,123495,4/19/2011 8:00:00 AM, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed with certain commercial uses also allowed.",Chapter 23.46,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.46REOM,"LR2 RC (M),ORD125791,04/19/2019; LR2 RC,ORD123495,04/19/2011; L-1 RC"
